Palabra;Lexema;Tristeza;Miedo;Alegria;Ira;Asco
alejamiento;alej;3,25;1,4;2,7;2,05;1,85
alejar;alej;3,15;1,5;2,4;1,8;1,2
alelí;alel;1,36;2,15;1;1,06;1,25
alemán;aleman;1,4;2,15;1,1;1,2;1
alentador;alent;1,4;1,73;3,73;1,27;1,23
alentar;alent;1,37;2,6;1,65;1,42;1,37
alergia;alergi;2;2;2,43;1,89;2,21
alero;aler;1;1,43;1,5;1,07;1,5
alerta;alert;1,5;3;1,4;1,57;1,33
alertar;alert;2,1;1,3;2,3;1,8;1,25
aleta;alet;1,1;1,8;1,65;1,1;1,45
aletas;alet;1,05;1,95;1,05;1,21;1,53
aleteo;alete;1,1;2,3;1,26;1,25;1,45
alfa;alfa;1,21;2,32;1,05;1,3;1,26
alfabético;alfabet;1,2;1,75;1,05;1,2;1,21
alfabetización;alfabetiz;1,45;3,15;1,2;1,35;1
alfabeto;alfabet;1;2,15;1;1,2;1,15
alfalfa;alfalf;1,11;2,14;1,11;1,37;1,86
alfarería;alfar;1,12;1,68;1,15;1,06;1,15
alfarero;alfarer;1,13;1,47;1,06;1;1,18
alférez;alferez;1,46;1,31;1,3;2,13;1,36
alfil;alfil;1,69;1,76;1,28;1,33;1,05
alfiler;alfil;1,6;2,53;1,5;1,53;1,3
alfombra;alfombr;1,3;1,13;1,6;1,2;2,03
alga;alga;1,16;1,65;1,7;1,65;2,7
algarabía;algarab;1,75;1,91;1,54;1,75;1,7
algarrobo;algarrob;1,58;1,58;1,15;1,19;1,64
álgebra;algebr;1,4;1,75;1,85;1,75;2,1
algebraica;algebr;1,45;1,45;1,4;2;1,53
álgido;algid;1,69;1,41;1,53;1,45;1,54
algo;algo;1,55;2,05;1,4;1,3;1,3
algodón;algodon;1;2,3;1,05;1;1,1
algoritmo;algoritm;1,16;1,45;1,5;2,05;2,06
alguacil;alguacil;1,33;1,47;1,89;1,44;1,72
alguna;algun;1,2;1,8;1,15;1,25;1,15
alguno;algun;1,25;1,55;1,25;1,3;1,25
alhambra;alhambr;1,15;3,65;1,16;1,32;1,56
aliado;ali;1,35;2,55;1,65;1,5;1,1
alianza;alianz;1,3;2;3,1;1,4;1,23
aliar;ali;1,6;2,84;1,85;1,8;1,2
alicatar;alicat;1,15;1,07;1,19;1,15;1,15
alicates;alicat;1,17;1,83;1,31;1,45;1,21
aliciente;alicient;1,11;2,35;1,26;1,2;1,15
alienación;alien;1,63;1,55;1,89;2,21;1,47
alienígena;alienigen;1,16;1,75;2,2;1,11;2,5
aliento;alient;1,73;1,8;1,43;1,6;2,5
aligerar;aliger;1,05;2,65;1,25;1,3;1,35
alimentación;aliment;1,5;3,4;1,55;1,74;1,1
alimentar;aliment;1,67;1,43;3,5;1,33;1,37
alimentaria;alimentari;1,4;1,85;1,05;1,25;1,15
alimenticia;alimentici;1,15;2,21;1,15;1,3;1,25
alimento;aliment;1,35;3,3;1,05;1,1;1,5
alineación;alin;1,5;1,9;1,35;1,4;1,35
alineamiento;alin;1,15;2,25;1,5;1,2;1,5
alinear;alin;1,1;2,3;1;1,2;1,2
alioli;alioli;1;1,95;1;1,25;1,85
alistar;alist;1,65;1,6;2,37;1,7;2,1
aliviar;alivi;1,1;3,9;1,15;1,15;1,1
alivio;alivi;1,23;1,37;3,7;1,07;1,03
aljibe;aljib;1;1,67;1,44;1;1,57
allá;alla;1,4;1,7;1,25;1,11;1,15
allanamiento;allan;2,55;1,35;3,25;3,05;2,15
allanar;allan;1,65;1,35;1,84;2,06;1,58
allí;alli;1,2;1,7;1,1;1,3;1,1
alma;alma;1,97;1,9;2,7;1,57;1,27
almacén;almacen;1,2;1,6;1,3;1,35;1,4
almacena;almacen;1,1;1,55;1,25;1,26;1,25
almacenaje;almacenaj;1,2;1,85;1,4;1,37;1,45
almacenamiento;almacen;1,55;1,8;1,3;1,7;1,65
almacenar;almacen;1,45;2,32;1,1;1,25;1,35
almanaque;almanaqu;1,43;1,5;1,06;1,08;1,92
almeja;almej;1,03;1,1;1,72;1;1,69
almendra;almendr;1,1;2,9;1,2;1,1;1,2
almendro;almendr;1,11;2,25;1,16;1;1,11
almeriense;almeriens;1,1;2,58;1;1,1;1,21
almíbar;almib;1;2,1;1;1,05;1,58
almidón;almidon;1,26;1,68;1,32;1,17;1,63
almirante;almir;1,4;1,42;1,26;1,37;1,74
almohada;almoh;1,2;1,03;3,03;1,03;1,07
almorzar;almorz;1,1;2,85;1;1,15;1
almuerzo;almuerz;1,05;3,8;1;1;1
aloja;aloj;1,13;2,17;1,06;1,12;1,12
alojado;aloj;1,05;2,35;1,05;1,4;1,1
alojamiento;aloj;1,5;2,85;1,15;1,1;1,25
alojar;aloj;1,05;1,85;1,4;1,3;1,25
alondra;alondr;1,07;2;1,11;1,5;1,22
alpargata;alpargat;1,17;1,58;1,11;1,28;1,63
alpha;alpha;1,07;1,85;1,11;1,25;1,35
alpinismo;alpin;1,05;2,32;2,1;1,1;1,05
alpino;alpin;1,06;2,63;1,28;1,1;1,1
alquilar;alquil;1,2;2,1;1,25;1,05;1,25
alquiler;alquil;2,3;2;1,85;1,7;1,8
alquimia;alquimi;1,5;1,73;1,71;1,47;1
alquimista;alquim;1,37;1,56;1,33;1,25;1,31
alquitrán;alquitran;2,05;1,15;1,94;2,2;3
alrededor;alrededor;1,05;1,95;1,25;1,15;1,05
altar;altar;1,4;2,45;1,8;1,15;1,95
altavoz;altavoz;1,1;2,6;1,25;1,7;1
alteración;alter;2,5;1,5;2,65;2,05;1,65
alterado;alter;2,4;2,83;1,63;2,87;1,47
alterar;alter;1,75;1,5;1,75;2,5;1,8
altercado;alterc;2,25;2,93;1,07;2,79;1,64
alterna;altern;1,2;1,9;1,05;1,05;1,25
alternancia;altern;1,2;1,8;1,25;1,55;1,05
alternar;altern;1,35;2;1,25;1,55;1,3
alternativa;altern;1,6;3,1;1,55;1,21;1,1
alternativo;altern;1,4;2,15;1,35;1,4;1,2
alteza;altez;1,75;1,8;1,3;2,4;2,35
altiplano;altiplan;1,12;1,75;1,3;1,06;1,47
altísimo;altisim;1,16;2,4;1,72;1,47;1,21
altitud;altitud;1,15;2,3;1,8;1,4;1,55
altivez;altivez;2;1,53;1,54;3;2,33
altivo;altiv;1,65;2,06;2,3;2,38;2,81
alto;alto;1,2;1,6;2,2;1,13;1,23
altruismo;altruism;1,3;3,05;1,56;1,32;1,53
altruista;altruist;1,37;3,8;1,16;1,5;1,3
altura;altur;1,15;2,55;2,65;1,15;1,15
alucinación;alucin;2,05;2,05;2,85;1,85;1,55
alud;alud;2,54;1,07;2,76;2,1;1,23
aludir;alud;1,28;1,38;1,59;1,24;1,17
alumbra;alumbr;1,3;3;1,3;1,21;1,1
alumbrado;alumbr;1,25;2,9;1,15;1,25;1
alumbrar;alumbr;1,2;2,75;1,6;1,15;1,05
aluminio;alumini;1,03;1,07;1,07;1,07;1
alumna;alumn;1,3;2,7;1,05;1,2;1,05
alumnado;alumn;1,1;2,5;1,25;1,25;1,65
alumno;alumn;1,47;1,57;2,67;1,4;1,37
alusión;alusion;1,3;1,74;1,5;1,7;1,21
aluvión;aluvion;1,5;1,86;2;1,53;1,53
alza;alza;1,28;1,95;1,2;1,16;1,25
alzamiento;alzamient;1,95;1,7;2,05;2;1,6
alzar;alzar;1,1;2,16;1,21;1,26;1,15
alzheimer;alzheim;4,6;1;4,2;2,45;1,95
ama;ama;1,95;2,85;1,55;1,9;1,32
amabilidad;amabil;1,03;1,13;4,03;1,23;1,13
amable;amabl;1,23;1,27;4,37;1,1;1,13
amada;amad;1,5;3,9;1,2;1,1;1,05
amado;amad;1,37;1,97;4,33;1,4;1,07
amanecer;amanec;1,77;1,4;4,07;1,07;1,03
amante;amant;2;2,23;2,97;2,2;1,83
amapola;amapol;1,21;3,15;1;1;1,05
amar;amar;1,9;2,27;4,9;1,23;1,03
amargo;amarg;2,45;1,4;2,05;2,35;2,8
amargura;amargur;4,43;2,57;1;2,7;2,83
amarilla;amarill;1,4;1,8;1,3;1,45;1,1
amarillento;amarillent;1,5;1,7;1,55;1,4;2,2
amarillo;amarill;1,07;1,17;2,07;1,2;1,13
amasador;amas;1,16;2,11;1,05;1;1,4
amatista;amat;1;2,41;1;1,13;1,05
amazónica;amazon;1,1;3,1;1,7;1,1;1,5
ámbar;ambar;1,3;2,15;1,05;1,1;1,15
ambición;ambicion;1,67;1,93;2,73;1,8;1,8
ambicioso;ambici;1,65;2,4;1,7;2,2;1,63
ambientación;ambient;1,2;2,95;1,35;1,15;1,3
ambiental;ambiental;1,5;3,1;1,25;1,15;1,1
ambiente;ambient;1,53;1,53;2,77;1,57;1,57
ambigua;ambigu;1,47;1,25;1,2;2,05;1,63
ambigüedad;ambigüed;1,75;1,6;1,75;1,89;1,35
ámbito;ambit;1,1;1,5;1,5;1,1;1,2
ambulancia;ambul;3,07;3,03;1,07;1,43;1,23
ambulante;ambul;1,95;1,7;1,8;1,3;1,58
amén;amen;2,1;1,4;1,4;2;2,1
amena;amen;1;2,89;1,15;1;1,16
amenaza;amenaz;2,33;3,77;1,03;2,73;1,7
amenazado;amenaz;2,97;4,37;1,03;3,6;2,43
amenazador;amenaz;2,4;4,27;1;3,7;2,6
amenazante;amenaz;2,95;1,15;3,65;3,7;2,7
amenazar;amenaz;3,07;4,1;1;4,13;2,67
americana;american;1;2,65;1,15;1,11;1,05
americano;american;1,2;2,25;1,3;1,2;1,4
ametralladora;ametrall;3,63;4,4;1,23;4,07;3,47
amiga;amig;1,9;1,53;4,1;1,33;1,2
amigable;amig;1,13;1,23;4,17;1,2;1,1
amigdalitis;amigdalitis;2,45;1,05;2,35;3,16;3,06
amigo;amig;1,53;1,57;4,53;1,2;1,13
aminoácido;aminoac;1,15;1,9;1,26;1,25;1,3
aminorar;aminor;1,06;1,74;1,17;1,83;1,53
amistad;amist;1,43;1,3;4,77;1,03;1,03
amistoso;amist;1,07;1,4;4,27;1,13;1,1
amnesia;amnesi;3,6;1,1;3,3;2,25;1,89
amnistía;amnist;1,84;2,47;1,76;2,18;1,61
amo;amo;1,95;1,95;2,15;2,5;2,4
amonestación;amonest;2,89;1,12;2,38;2,7;2,1
amonestar;amonest;2,9;1,32;2,7;2,89;1,84
amonio;amoni;1,53;1,27;2,05;1,41;2,06
amontonar;amonton;1,8;1,55;2,15;2,1;1,95
amor;amor;2,23;2,6;4,7;1,63;1,07
amordazar;amordaz;3,18;4,14;1,14;3,86;2,72
amorosa;amor;1,37;4,25;1,2;1,55;1,3
amortización;amortiz;1,25;1,84;1,47;1,4;1,11
ampara;ampar;1,58;1,56;1,06;1,25;1,44
amparo;ampar;1,75;2,5;1,6;1,06;1,25
amplia;ampli;1,17;1,34;2,07;1,21;1,03
ampliación;ampliacion;1,4;1,57;2,4;1,37;1,3
ampliar;ampli;1,05;2,4;1,3;1,2;1,45
amplificación;amplif;1,2;1,95;1,25;1,1;1,1
amplitud;amplitud;1,57;2;2,57;1,33;1,47
ampolla;ampoll;1,87;1,67;1;1,97;3,4
amputación;amput;3,93;4,07;1,03;2,63;3,23
amuleto;amulet;1,95;3,75;1,3;1,2;1,25
amurallado;amurall;2,25;1,3;1,67;1,65;1,75
ana;ana;1;2,55;1;1,11;1
anacardo;anacard;1,3;2,15;1,32;1,29;1,63
anaconda;anacond;1,55;1,5;4,25;1,75;2,55
anagrama;anagram;1,06;1,78;1;1,41;1,22
anal;anal;1,25;1,6;1,95;1,8;3,5
analfabetismo;analfabet;3,95;1,1;2,4;2,9;1,8
análisis;analisis;1,7;3,1;1,4;1,7;1,83
analista;anal;1,34;1,86;1,69;1,28;1,38
analítica;analit;2;1,15;2,1;1,65;1,85
analizada;analiz;1,3;1,9;1,25;1,75;1,55
analizado;analiz;1,4;1,8;1,75;1,05;1,1
analizar;analiz;1,05;2,3;1,5;1,25;1,3
análoga;analog;1,11;2,11;1,07;1,39;1,44
analogía;analog;1,14;1,14;1,41;1,1;1,03
analógico;analog;1,05;1,9;1,26;1,2;1
anaranjado;anaranj;1,15;1,9;1,15;1,3;1
anarquía;anarqu;2,8;1,85;2,79;2,7;2,3
anarquismo;anarqu;1,95;1,9;3,15;2,35;2,25
anarquista;anarqu;1,8;1,45;2,2;2,35;2,1
ancestral;ancestral;1,16;2,16;1,45;1,37;1,4
ancestro;ancestr;1,53;1,78;1,21;1,1;1
anchas;anchas;1,2;1,9;1,25;1,4;1,11
ancho;ancho;1,23;1,33;1,4;1,4;1,37
anchoa;ancho;1,3;1,65;1,1;1,3;1,79
anciana;ancian;2,35;2,55;1,15;1,1;1,25
anciano;ancian;2,63;1,27;2,7;1,1;1,17
ancla;ancla;1,65;2,5;1,55;1,25;1,3
anclaje;anclaj;1,3;1,8;1,35;1,55;1,45
anclar;anclar;1,48;1,34;1,55;1,17;1,14
andadura;andadur;1,15;2,37;1,25;1,44;1,39
andaluz;andaluz;1;3,05;1,05;1,1;1
andaluza;andaluz;1;3;1;1;1,3
andante;andant;1,3;2,1;1,1;1,4;1,1
andar;andar;1,2;2,95;1;1,15;1,05
andén;anden;1,2;1,8;1,55;1,74;1,4
anécdota;anecdot;1,15;3,55;1,15;1,21;1,15
anemia;anemi;3,1;1,05;2,85;1,95;2,05
anestesia;anestesi;2,7;1,3;3,25;1,6;1,85
anestesista;anestes;1,26;2,2;2,75;1,45;2,3
anexa;anex;1,28;1,12;1,19;1,11;1,24
anexión;anexion;1,29;2,07;1,27;1,47;1,2
anexionar;anexion;1,12;2,06;1,33;1,63;1,39
anexo;anex;1,1;1,4;1,1;1,4;1,15
anfibios;anfibi;1,1;2,2;1,45;1,25;2,53
anfiteatro;anfiteatr;1,25;2,45;1,2;1,15;1,15
anfitrión;anfitrion;1,03;1,31;3,69;1,21;1,17
anfitriona;anfitrion;1,1;2,65;1,1;1,15;1,2
ángel;angel;1,5;1,07;3,1;1,17;1,13
angelical;angelical;1,25;3,15;1,3;1,5;1,5
angina;angin;2,25;1,2;2,75;1,95;2,9
anglosajón;anglosajon;1,15;2,17;1,15;1;1,2
angora;angor;1,17;1,77;1,33;1,36;1,54
angosta;angost;1,79;1,44;2;1,58;2
anguila;anguil;1,21;2,62;1,24;1,21;2,83
angular;angul;1,1;1,5;1,11;1,4;1,25
ángulo;angul;1,2;1,5;1,1;1,25;1,2
angustia;angusti;3,57;3,5;1;2,53;1,9
angustiado;angusti;3,6;3,63;1,07;2,33;1,8
angustiosa;angusti;3,85;1,05;2,5;3,1;2,25
anhelar;anhel;2,95;1,7;1,89;1,5;1,63
anhelo;anhel;3,6;2,33;1,83;1,67;1,33
anidar;anid;1,22;2,11;1,24;1,2;1,41
anillo;anill;1,27;1,3;2,7;1,07;1,2
ánima;anim;1,55;2,42;1,79;1,22;1,17
animación;anim;1;4;1,15;1,1;1,45
animal;animal;1,2;4,05;1,6;1,2;1,3
animalito;animalit;1,25;4,2;1,1;1,05;1
animar;anim;1,4;1,1;4,27;1;1
anime;anim;1,05;1,79;1,05;1,33;1,28
anímico;anim;2,3;2,3;1,55;1,9;1,1
ánimo;anim;1,5;1,23;4,1;1,27;1,07
animosidad;anim;1,1;3;1,35;1,21;1,14
animoso;anim;1,06;3,47;1,05;1,25;1,05
aniquilación;aniquil;4,35;1,05;4,1;3,9;4,05
aniquilamiento;aniquil;3,7;1,15;3,8;3,95;3,42
aniquilar;aniquil;3,72;4,07;1,21;4,21;3,28
anís;anis;1,05;2,15;1,05;1,25;2,15
aniversario;aniversari;1,35;3,9;1;1,15;1,2
ano;ano;1,05;1,85;1,15;1,4;3,55
anoche;anoch;1,15;2,75;1,3;1,05;1,05
anochecer;anochec;1,85;3,55;1,65;1,5;1
anomalía;anomal;2,6;1,25;2,95;2,47;1,6
anónima;anonim;1,4;1,65;2,2;1,42;1,25
anonimato;anonimat;1,39;1,85;2,05;1,9;1,3
anónimo;anonim;1,3;1,75;2,1;1,7;1,4
anorak;anorak;1,57;1,07;2,13;1,3;1,23
anorexia;anorexi;4,23;3,43;1,03;2,4;2,23
anormal;anormal;2,55;1,8;2,35;2,6;1,9
anotación;anot;1,15;2,05;1;1,2;1,05
anotador;anot;1,35;1,95;1,6;1,5;1,2
anotar;anot;1,34;1,24;1,41;1,14;1,24
ansia;ansi;2,25;1,35;2,5;2,75;2,05
ansiedad;ansied;3,57;3,77;1,2;2,87;2,03
ansioso;ansios;2,47;2,8;1,33;2,23;1,43
antagonismo;antagon;2,05;1,74;1,84;2,15;1,42
antagonista;antagon;2,16;1,75;1,75;2,32;1,37
antamía;antam;1,25;2,35;1,53;1,15;1,8
antaño;antañ;2,47;1,74;1,32;1,25;1,29
antártico;antart;1,8;2,55;1,8;1,1;1,05
ante;ante;1,4;1,89;1,35;1,12;1,06
anteayer;anteay;1,35;2,25;1,05;1,45;1,3
antebrazo;antebraz;1,1;1,65;1,15;1,1;1,35
antecámara;antecam;1,21;1,78;1,35;1,18;1,24
antecedente;antecedent;1,77;1,9;1,73;1,6;1,43
anteceder;anteced;1,35;1,9;1,5;1,25;1,35
antecesor;antecesor;1,25;2,05;1,5;1,4;1,15
antelación;antel;1,1;2,25;1,3;1,35;1,15
antemano;anteman;1,2;1,9;1,2;1,3;1,45
antena;anten;1,1;1,2;1,47;1,17;1,1
antepasado;antepas;2,35;2;1,75;1,15;1,15
anteproyecto;anteproyect;1,12;1,67;1,28;1,35;1,05
anterior;anterior;1,25;1,45;1,5;1,15;1,3
anterioridad;anterior;1,45;1,75;1,35;1,6;1,05
antes;antes;1,7;2,35;1,4;1,1;1,11
antesala;antesal;1,24;1,47;1,22;1,26;1,1
anticiclón;anticiclon;2,25;1,75;2,05;1,8;1,47
anticipación;anticip;1,2;2,2;1,6;1,9;1,3
anticipar;anticip;1,2;2,65;1,45;1,8;1,4
anticipo;anticip;1,2;2,05;1,05;1,7;1,15
anticuado;anticu;1,93;1,52;1,69;1,48;1,48
anticuario;anticuari;1,76;1,14;1,66;1,03;1,17
antidisturbios;antidisturbi;2,15;1,55;3,25;2,63;2,3
antidopaje;antidopaj;1,6;2,7;1,3;1,89;1,25
antídoto;antidot;1,65;3,5;1,75;1,2;1,4
antifaz;antifaz;1,3;2,5;1,7;1,55;1,2
antiglobalización;antiglobaliz;2,15;2,35;1,72;2,26;1,67
antigüedad;antigüed;1,6;2,45;1,45;1,3;1,4
antiguo;antigu;2,61;1,87;2,55;1,29;1,68
antílope;antilop;1,17;1,95;1,53;1,17;1,29
antimonio;antimoni;1,14;1,33;2,27;1,86;1,62
antipatía;antipat;3,11;1,1;2,2;3,7;3,4
antipático;antipat;2,67;1,7;1,1;2,7;2,1
antisemita;antisemit;2,31;1,29;2,67;2,77;3
antisemitismo;antisemit;3,46;1,31;2,6;3,83;2,21
antisocial;antisocial;3,6;1,2;2,2;2,3;1,85
antitanque;antitanqu;1,88;1,69;2,15;1,53;1,67
antiterrorista;antiterror;1,05;3,15;1,32;1,65;1,1
antojarse;antoj;1,35;2,75;1,45;1,7;1,42
antojo;antoj;1,35;2,4;1,3;1,65;1,25
antología;antolog;1,41;2,2;1,11;1,22;1,17
antológica;antolog;1,16;1,71;1,53;1,13;1,39
antonomasia;antonomasi;1;2;1,08;1,36;1,31
antorcha;antorch;1,5;2,2;2,13;1,47;1,23
antropología;antropolog;1,2;2,6;1,15;1,63;1,1
antropológico;antropolog;1,42;1,95;1,16;1,1;1,35
antropólogo;antropolog;1,13;1,2;1,9;1,13;1,13
anuario;anuari;1,25;2,7;1,1;1,05;1,35
anular;anul;2,5;1,37;2,4;2,2;1,75
anunciar;anunci;1,2;2,5;1,55;1,35;1
anuncio;anunci;1,05;2,3;1,1;1,8;1,85
anverso;anvers;1,25;1,54;1,29;1,17;1,07
anzuelo;anzuel;1,84;1,47;1,85;1,6;2,2
añadidura;añadidur;1;2;1,11;1,47;1,33
añadir;añad;1,05;2,65;1,15;1,1;1
añil;añil;1,65;2,47;1,29;1,27;1,18
año;año;1,35;2,25;1,3;1,15;1,05
añoranza;añor;4,03;2,8;1,43;1,87;1,5
apacible;apac;1,26;3;1,05;1,17;1,21
apaciguado;apacigu;1,32;1,29;2,64;1,18;1
apaciguar;apacigu;1,17;2,45;1,16;1,39;1,1
apagar;apag;2,1;1,45;1,15;1,7;1,25
apagón;apagon;2,35;1,45;2,45;2,6;1,95
aparador;apar;1,4;1,39;1,17;1,28;1,16
aparato;aparat;1,27;1,5;1,57;1,33;1,27
aparcamiento;aparc;1,1;2,55;1,6;1,25;1,85
apareamiento;apar;1,15;3,25;1,2;1,3;1,65
aparecer;aparec;1;3;1,3;1,3;1,1
aparecido;aparec;1,16;2,3;1,5;1,3;1,1
aparejador;aparej;1,21;1,55;1,11;1,58;1,29
aparejo;aparej;1,06;2;1,11;1,41;1,11
aparentar;aparent;3;1,4;2,15;3,4;3,05
aparente;aparent;1,75;1,3;1,5;1,85;1,35
aparición;aparicion;1,68;2,15;1,7;1,8;1,3
apariencia;aparient;1,97;1,7;1,53;1,53;2,23
aparta;apart;2,15;1,4;1,68;1,89;1,65
apartado;apart;2,79;1,53;1,65;1,95;1,4
apartahotel;apartahotel;1,5;2,72;1,32;1,1;1,53
apartamento;apartament;1,43;1,47;2,97;1,23;1,37
apartar;apart;2,5;1,45;1,6;2,25;2,3
aparte;apart;1,5;1,7;1,3;1,45;1,3
apasionado;apasion;1,23;1,6;4,17;1,4;1,1
apasionante;apasion;1,2;4,25;1,1;1,25;1,1
apatía;apat;3,61;1,67;2,3;2,4;2,25
apego;apeg;1,5;3,15;1,55;1,25;1,5
apelación;apel;1,74;1,6;2,06;2;1,42
apelante;apel;1,44;1,88;1,47;1,56;1,31
apelar;apel;1,33;1,7;1,35;1,75;1,25
apelativo;apel;1,35;1,58;1,4;1,45;1,18
apellido;apell;1,05;2,2;1;1,1;1
apenas;apen;2,1;1,45;1,45;1,45;1,25
apéndice;apendic;1,8;1,55;2;1,55;1,9
apendicitis;apendicitis;2,69;3,59;1,07;1,59;2,24
aperitivo;aperit;1,1;1,03;3,8;1,07;1,27
apertura;apertur;1,1;2,3;1,26;1,05;1,35
apestoso;apest;1,47;1,67;1,03;1,63;4,67
apetecer;apetec;1,1;3,35;1,15;1,25;1,15
apetito;apetit;2;2,85;1,3;1,75;1,2
ápice;apic;1;1,82;1;1;1,06
apicultura;apicultur;1,45;1,95;2,58;1,32;1,53
apilar;apil;1,31;1,14;1,14;1,24;1,1
aplacar;aplac;1,65;1,6;2,24;1,68;1,69
aplastado;aplast;2,7;2,73;1,17;2,17;2,17
aplastante;aplast;2,5;1,5;2,3;2,65;2,25
aplastar;aplast;2,66;3,21;1,07;2,9;2,59
aplaudir;aplaud;1,13;1,2;4,2;1,13;1,13
aplauso;aplaus;1,2;1,33;4,03;1,23;1,17
aplausos;aplaus;1,13;1,3;4,07;1,33;1,03
aplazamiento;aplaz;1,35;1,8;1,45;2,45;1,35
aplazar;aplaz;2,2;1,85;1,6;2,15;1,9
aplicable;aplic;1,05;1,9;1,4;1,05;1,25
aplicación;aplic;1,3;2;1,25;1,2;1,3
aplicar;aplic;1,1;2,65;1,15;1,3;1,25
aplomo;aplom;1,5;1,94;1,33;1,36;1,17
apodar;apod;1,55;1,28;1,83;1,59;1,17
apoderar;apoder;1,9;1,95;1,9;2,4;2,2
apodo;apod;1,25;2,35;1,4;2,05;1,45
apogeo;apoge;1,47;2,79;2;1,72;1,22
apología;apolog;1,5;1,35;1,78;1,41;1,28
aportación;aport;1,1;2,65;1,3;1,05;1
aportar;aport;1,2;2,65;1,15;1,2;1,05
aporte;aport;1,1;2,2;1,05;1,05;1,06
aposento;aposent;1,53;2,1;1,25;1,3;1,16
apostar;apost;2,05;2,25;2,1;2,35;1,6
apostillar;apostill;1,63;1,09;1,17;1,36;1,38
apóstol;apostol;1,45;1,58;1,42;1,85;2
apostólica;apostol;1,5;1,45;1,7;2,17;2,15
apoyar;apoy;1,35;3,65;1,2;1,1;1,1
apoyo;apoy;1,2;3,7;1,15;1,15;1,17
apreciable;apreci;1,1;3;1;1,15;1,16
apreciación;apreci;1,15;3;1,3;1,15;1,05
apreciar;apreci;1,05;3,85;1,15;1,05;1
aprecio;apreci;1,4;1,5;3,93;1,27;1,3
aprehensión;aprehension;2,87;1,5;2,59;2,47;1,94
apremiante;apremi;1,15;2,44;1,4;1,44;1,33
apremio;apremi;1,38;1,63;1,44;1,44;1,69
aprender;aprend;1,47;1,8;3,93;1,23;1,17
aprendiz;aprendiz;1,1;2,9;1,2;1,15;1,05
aprendizaje;aprendizaj;1,2;3,15;1,2;1,25;1,2
aprensión;aprension;2,56;1,3;1,94;2,26;2,39
apresar;apres;3,1;1;1,95;2,6;1,82
apresurar;apresur;2,2;1,4;1,65;2,35;1,45
apretar;apret;1,75;1,5;1,75;1,75;1,3
apretón;apreton;1,8;1,8;1,7;1,55;2,4
aprieto;apriet;1,7;1,32;2,15;1,89;1,85
aprisa;apris;1;1,37;1,35;1,88;1,4
aprobación;aprob;1,43;2,17;4;1,27;1,27
aprobado;aprob;1,15;4,2;1,45;1,25;1,1
aprobar;aprob;1,07;1,73;4,77;1,1;1,07
apropiación;apropi;2,05;1,5;2;2,8;2,85
apropiar;apropi;1,65;1,85;1,85;2,15;2,25
aprovechamiento;aprovech;1,9;1,9;2,25;2,35;2,75
aprovechar;aprovech;1,2;3,3;1,45;1,9;1,65
aprovisionamiento;aprovision;1,5;2,17;1,37;1;1,2
aproximación;aproxim;1,35;1,8;1,45;1,2;1,25
aproximar;aproxim;1,1;2,6;1,3;1,2;1,4
aptitud;aptitud;1,03;1,13;3,47;1,1;1,1
apto;apto;1,25;4;1,3;1,3;1,15
apuesta;apuest;1,9;2,45;1,95;1,75;1,55
apuntar;apunt;1,3;1,65;1,6;1,55;1,3
apunte;apunt;1,21;1,45;1,35;1,3;1,4
apuñalar;apuñal;4;1;4,55;4,05;3,25
apurar;apur;2;1,85;1,5;2,25;1,3
apuro;apur;2,75;1,45;2,45;2,11;1,75
apuros;apur;2,33;3,1;1,13;2,13;1,4
aquel;aquel;1,15;1,47;1,2;1,11;1,21
aquí;aqu;1,1;2,75;1,2;1,1;1,05
ara;ara;1,07;1,67;1,08;1,08;1,08
árabe;arab;1,5;1,95;2,05;1,55;1,2
arado;arad;1,05;2,19;1,21;1,25;1,2
aragonés;aragones;1;2,1;1;1;1,25
arameo;arame;1,2;1,5;1,17;1,17;1,06
arancel;arancel;1,71;1,31;1,29;2,18;1,64
arandela;arandel;1,11;1,88;1,32;1,13;1,18
araña;arañ;1,5;3,53;1,17;2,33;3,77
arar;arar;1,18;1,85;1,21;1,11;1,16
arbitraje;arbitraj;1,37;1,35;1,45;1,89;1,85
arbitral;arbitral;1,4;1,45;1,32;1,25;1,5
arbitrar;arbitr;1,35;2,1;1,65;2;1,15
arbitraria;arbitrari;1,6;1,55;1,79;2;1,47
arbitrariedad;arbitraried;2,37;2,25;1,5;1,75;1,35
arbitrio;arbitri;1,4;1,79;1,18;1,55;1,31
árbitro;arbitr;1,37;1,1;1,3;2,17;1,33
árbol;arbol;1,37;1,03;3,07;1,03;1,03
arbolado;arbol;1,05;2,7;1,1;1,1;1,15
arboleda;arboled;1,15;2,79;1,68;1,05;1,1
arbusto;arbust;1;2,55;1;1,05;1,15
arca;arca;1,16;2,5;1,37;1,26;1,25
arcaico;arcaic;2;1,39;1,35;2,16;2,05
arcángel;arcangel;1,25;2,3;1,5;1,4;1,3
arcén;arcen;1,39;2,24;1,5;1,29;1,11
archiduque;archiduqu;1,2;1,15;1,2;2,05;1,45
archipiélago;archipielag;1;2,45;1,05;1,1;1,15
archivador;archiv;1,23;1,13;1,43;1,27;1,13
archivar;archiv;1,2;2,15;1,45;1,5;1,2
arcilla;arcill;1;1,9;1;1;1,63
arcipreste;arciprest;1,17;1,44;1,17;1,38;1,31
