Word;lexema;tristeza;alegria;miedo;ira;asco;tipoPalabra;genero;numero
agravamiento;agrav;2,53;2,84;1,26;2,75;1,5;NOUN;M;S
agravar;agrav;2,2;2,67;1,1;3,11;1,84;VERB;X;X
agravio;agravi;1,69;2,13;1,06;2,5;2;NOUN;M;S
agredir;agred;3,37;3,53;1;3,97;3,2;VERB;X;X
agregación;agreg;1,1;1,05;2,15;1,1;1,3;NOUN;F;S
agregado;agreg;1,05;1,15;2,25;1,3;1,11;NOUN;M;S
agregar;agreg;1,2;1,4;2,65;1,05;1,35;VERB;X;X
agresión;agresion;3,48;3,93;1,1;4,31;3,41;NOUN;F;S
agresividad;agres;3,43;3,87;1,3;4,4;3,2;NOUN;F;S
agresivo;agres;2,87;3,4;1,23;3,9;2,23;ADJ;M;S
agresor;agresor;3,95;3,9;1;4,5;3,6;NOUN;M;S
agria;agri;2;1,65;1;2,45;3,25;ADJ;F;S
agrícola;agricol;1,2;1;1,65;1,2;1,5;ADJ;X;S
agricultor;agricultor;1,5;1,3;2,17;1,2;1,2;NOUN;M;S
agricultura;agricultur;1,15;1,21;2,65;1,15;1,1;PROPN;X;X
agropecuaria;agropecuari;1,29;1;1,38;1,28;1,54;ADJ;F;S
agrupación;agrup;1,35;1,65;2,85;1,5;1,55;NOUN;F;S
agrupar;agrup;1,25;1,2;2;1,35;1,15;VERB;X;X
agua;agu;1,37;1,87;3;1,17;1,27;NOUN;F;S
aguacero;aguacer;1,42;1,63;2,11;1,5;1,5;ADJ;M;S
aguafuerte;aguafuert;1,21;2;1,56;1,68;2,82;PROPN;X;X
aguamarina;aguamarin;1,05;1,1;3;1;1,05;NOUN;F;S
aguanieve;aguaniev;1,3;1,1;2,27;1,03;1;VERB;X;S
aguantar;aguant;2,05;2;1,7;2,7;1,5;VERB;X;X
aguante;aguant;1,7;1,42;2;1,85;1,55;ADV;X;X
aguardar;aguard;1,55;1,3;1,5;1,35;1,6;VERB;X;X
aguardiente;aguardient;1,37;1,5;2,17;1,27;2,43;NOUN;M;S
agudeza;agudez;1,15;1,25;2,58;1,45;1,05;NOUN;F;S
agudo;agud;1,4;1,73;1,53;1,57;1,37;PROPN;X;X
aguijón;aguijon;1,64;3,75;1,04;2,39;2,75;NOUN;M;S
águila;aguil;1,13;2,27;2,07;1,3;1,37;PROPN;X;X
aguilucho;aguiluch;1,6;1,78;2,11;1,26;1,72;ADV;X;X
aguja;aguj;1,37;2,17;1,13;1,5;1,6;PROPN;X;X
agujero;agujer;1,45;2,25;2,05;1,6;1,95;NOUN;M;S
ahijada;ahij;1,1;1;2,78;1;1,1;ADJ;F;S
ahijado;ahij;1,4;1;2,89;1,2;1,05;ADJ;M;S
ahínco;ahinc;1,4;1,21;2,4;1,88;1,15;NOUN;M;S
ahogar;ahog;3,6;4,37;1;3,2;1,97;VERB;X;X
ahogarse;ahog;3,43;4,57;1,03;2,23;1,47;ADV;X;X
ahogo;ahog;3,45;3,6;1,1;2,85;2,55;NOUN;M;S
ahondar;ahond;1,56;1,71;1,82;1,69;1,2;VERB;X;X
ahora;ahor;1,35;1,4;2,4;1,25;1,25;ADV;X;X
ahorcar;ahorc;3,66;3,97;1,03;3,83;3,03;VERB;X;X
ahorra;ahorr;1,3;1,3;2,75;1,35;1,35;PROPN;X;X
ahorrar;ahorr;1,37;1,23;2,53;1,17;1,07;VERB;X;X
ahorro;ahorr;1,75;1,5;3,6;1,3;1,35;NOUN;M;S
ahuyentar;ahuyent;1,6;2;1,47;2,25;1,65;VERB;X;X
aire;air;1,13;1,1;2,87;1,13;1,1;NOUN;M;S
airoso;airos;1,3;1,4;2,68;1,63;1,56;ADJ;M;S
aislamiento;aislamient;3,77;4;1,1;2,37;1,83;NOUN;M;S
aislante;aislant;1,65;1,55;1,55;1,68;1,45;ADJ;X;S
aislar;aisl;3,37;2,9;1,15;2,1;2,65;VERB;X;X
ajedrez;ajedrez;1,47;1,27;2,1;1,47;1,03;PROPN;X;X
ajeno;ajen;1,4;1,8;1,65;1,8;1,45;ADJ;M;S
ajo;ajo;1,45;1,15;1,75;1,75;1,95;ADV;X;X
ajuar;aju;1,38;1,2;1,64;1,3;1,23;VERB;X;X
ajustar;ajust;1,25;1,35;1,8;1,3;1,25;VERB;X;X
ajuste;ajust;1,25;1,58;1,95;1,2;1,1;NOUN;M;S
ala;ala;1,1;1,25;2,58;1,15;1,05;NOUN;F;S
alabado;alab;1,22;1,3;1,95;1,68;1,68;ADJ;M;S
alabanza;alab;1,65;1,15;3,47;1,3;1,5;PROPN;X;X
alabar;alab;1,3;1,43;3,43;1,33;1,47;VERB;X;X
alacena;alacen;1;1,14;1,62;1,27;1,62;VERB;X;S
alado;alad;1;1,14;2,53;1;1,27;ADJ;M;S
alambrada;alambr;2,2;2,03;1,2;1,93;1,53;ADJ;F;S
alambrado;alambr;2,25;1,95;1,42;2,1;1,68;ADJ;M;S
alambre;alambr;1,67;1,83;1,17;1,4;1,23;NOUN;M;S
álamo;alam;1,12;1,05;1,84;1,18;1,16;NOUN;M;S
alar;alar;1,33;1,15;1,55;1,14;1,25;ADJ;X;S
alarde;alard;1,5;1,71;1,63;2,5;1,64;NOUN;M;S
alargar;alarg;1,4;1,3;2,55;1,55;1,3;VERB;X;X
alarido;alar;2,47;2,76;1,41;1,93;2;ADJ;M;S
alarma;alarm;1,86;3,23;1,45;2,34;1,48;NOUN;F;S
alarmante;alarm;2,4;3,25;1,2;2,4;1,9;ADJ;X;S
alarmar;alarm;1,77;3,77;1,37;1,9;1,23;VERB;X;X
alas;alas;1,05;1,2;2,75;1,05;1,25;NOUN;F;P
alba;alba;1,53;1;3,13;1,07;1;NOUN;F;S
albanesa;albanes;1,25;1,33;1,94;1,05;1,1;NOUN;F;S
albañil;albañil;1,43;1,33;1,73;1,23;1,43;PROPN;X;X
albaricoque;albaricoqu;1;1,2;2,6;1,1;1,5;PROPN;X;X
albedrío;albedri;1,33;1,68;2,28;1,33;1,16;PROPN;X;X
albergar;alberg;1,6;1,45;1,95;1,32;1,15;VERB;X;X
albergue;alberg;1,53;1,73;2,9;1,37;1,87;NOUN;M;S
albina;albin;1,58;1,65;1,65;1,11;1,05;ADJ;F;S
albornoz;albornoz;1,15;1;2,15;1,1;1,1;PROPN;X;X
alboroto;alborot;1,47;2,4;1,5;2,95;2,2;ADV;X;X
albufera;albufer;1,12;1,23;1,64;1,17;1,33;PROPN;X;X
álbum;album;1,85;1,1;2,9;1;1;NOUN;M;S
alcachofa;alcachof;1,25;1,05;1,7;1,45;2,25;PROPN;X;X
alcaide;alcaid;1,82;1,44;1,43;1,71;1,47;VERB;X;S
alcalde;alcald;1,1;1,1;1,65;1,8;1,75;NOUN;M;S
alcaldesa;alcaldes;1,43;1,23;1,43;2,13;1,93;NOUN;F;S
alcaldía;alcald;1,5;1,45;1,6;2;2,06;NOUN;F;S
alcance;alcanc;1,15;1,2;2,5;1,2;1,05;NOUN;M;S
alcantarillado;alcantarill;1,4;1,63;1,35;1,7;3,45;NOUN;M;S
alcanzar;alcanz;1,1;1,05;3,2;1,3;1,2;VERB;X;X
alcayata;alcayat;1,13;1,29;1,36;1,06;1,69;PROPN;X;X
alcázar;alcaz;1,06;1,35;2;1;1,6;VERB;X;X
alce;alce;1,18;2,21;2,39;1,11;1,14;VERB;X;S
alcoba;alcob;1,35;1,16;1,95;1,06;1,56;PROPN;X;X
alcohol;alcohol;2,25;2,35;3,1;1,8;2,75;NOUN;M;S
alcohólica;alcohol;3,65;2,85;1,35;2,45;2,8;ADJ;F;S
alcohólico;alcohol;3,9;2,63;1,27;2,63;2,47;ADJ;M;S
alcoholismo;alcohol;3,75;3,45;1,45;3,75;3,05;NOUN;M;S
alcornoque;alcornoqu;1,06;1,05;2,05;1,19;1,28;PROPN;X;X
aldea;alde;1,3;1,6;2,15;1,15;1,05;PROPN;X;X
aleación;aleacion;1;1,06;1,63;1,2;1,24;NOUN;F;S
aleatorio;aleatori;1,4;1,55;2,2;1,6;1,2;PROPN;X;X
alegación;aleg;1,58;1,47;1,29;1,44;1,37;NOUN;F;S
alegar;aleg;1,4;1,37;2,05;1,5;1,25;VERB;X;X
alegato;alegat;1,79;1,45;1,94;1,39;1,88;NOUN;M;S
alegoría;alegor;1,33;1,32;1,78;1,18;1,11;VERB;X;S
alegórica;alegor;1,6;1;2,18;1,27;1,2;PROPN;X;X
alegra;alegr;1,2;1,05;3,83;1;1;VERB;X;S
alegrar;alegr;1,07;1,43;4,73;1,03;1;VERB;X;X
alegre;alegr;1,1;1,23;4,83;1,1;1,03;ADJ;X;S
alegría;alegr;1;1,23;4,77;1;1,13;NOUN;F;S
alegro;alegr;1,1;1,06;3,55;1,25;1,11;NOUN;M;S
alejamiento;alej;3,25;2,7;1,4;2,05;1,85;NOUN;M;S
alejar;alej;3,15;2,4;1,5;1,8;1,2;VERB;X;X
alelí;alel;1,36;1;2,15;1,06;1,25;PROPN;X;X
alemán;aleman;1,4;1,1;2,15;1,2;1;ADJ;M;S
alentador;alent;1,4;1,73;3,73;1,27;1,23;NOUN;M;S
alentar;alent;1,37;1,65;2,6;1,42;1,37;VERB;X;X
alergia;alergi;2;2;2,43;1,89;2,21;NOUN;F;S
alero;aler;1;1,5;1,43;1,07;1,5;NOUN;X;S
alerta;alert;1,5;3;1,4;1,57;1,33;NOUN;F;S
alertar;alert;2,1;2,3;1,3;1,8;1,25;VERB;X;X
aleta;alet;1,1;1,65;1,8;1,1;1,45;NOUN;F;S
aletas;alet;1,05;1,05;1,95;1,21;1,53;NOUN;F;P
aleteo;alete;1,1;1,26;2,3;1,25;1,45;PROPN;X;X
alfa;alfa;1,21;1,05;2,32;1,3;1,26;NOUN;F;S
alfabético;alfabet;1,2;1,05;1,75;1,2;1,21;ADJ;M;S
alfabetización;alfabetiz;1,45;1,2;3,15;1,35;1;NOUN;F;S
alfabeto;alfabet;1;1;2,15;1,2;1,15;NOUN;M;S
alfalfa;alfalf;1,11;1,11;2,14;1,37;1,86;ADV;X;X
alfarería;alfar;1,12;1,15;1,68;1,06;1,15;NOUN;F;S
alfarero;alfarer;1,13;1,06;1,47;1;1,18;PROPN;X;X
alférez;alferez;1,46;1,3;1,31;2,13;1,36;VERB;X;S
alfil;alfil;1,69;1,28;1,76;1,33;1,05;VERB;X;S
alfiler;alfil;1,6;2,53;1,5;1,53;1,3;PROPN;X;X
alfombra;alfombr;1,3;1,13;1,6;1,2;2,03;VERB;X;S
alga;alga;1,16;1,7;1,65;1,65;2,7;PROPN;X;X
algarabía;algarab;1,75;1,54;1,91;1,75;1,7;VERB;X;S
algarrobo;algarrob;1,58;1,15;1,58;1,19;1,64;PROPN;X;X
álgebra;algebr;1,4;1,85;1,75;1,75;2,1;NOUN;F;S
algebraica;algebr;1,45;1,4;1,45;2;1,53;PROPN;X;X
álgido;algid;1,69;1,53;1,41;1,45;1,54;ADJ;M;S
algo;algo;1,55;1,4;2,05;1,3;1,3;PRON;X;S
algodón;algodon;1;1,05;2,3;1;1,1;NOUN;M;S
algoritmo;algoritm;1,16;1,5;1,45;2,05;2,06;PROPN;X;X
alguacil;alguacil;1,33;1,89;1,47;1,44;1,72;ADJ;X;S
alguna;algun;1,2;1,15;1,8;1,25;1,15;PRON;F;S
alguno;algun;1,25;1,25;1,55;1,3;1,25;PRON;M;S
alhambra;alhambr;1,15;1,16;3,65;1,32;1,56;VERB;X;S
aliado;ali;1,35;1,65;2,55;1,5;1,1;ADJ;M;S
alianza;alianz;1,3;2;3,1;1,4;1,23;NOUN;F;S
aliar;ali;1,6;1,85;2,84;1,8;1,2;VERB;X;X
alicatar;alicat;1,15;1,07;1,19;1,15;1,15;VERB;X;X
alicates;alicat;1,17;1,83;1,31;1,45;1,21;NOUN;X;P
aliciente;alicient;1,11;1,26;2,35;1,2;1,15;ADV;X;X
alienación;alien;1,63;1,89;1,55;2,21;1,47;NOUN;F;S
alienígena;alienigen;1,16;2,2;1,75;1,11;2,5;PROPN;X;X
aliento;alient;1,73;1,8;1,43;1,6;2,5;NOUN;M;S
aligerar;aliger;1,05;1,25;2,65;1,3;1,35;VERB;X;X
alimentación;aliment;1,5;1,55;3,4;1,74;1,1;NOUN;F;S
alimentar;aliment;1,67;1,43;3,5;1,33;1,37;VERB;X;X
alimentaria;alimentari;1,4;1,05;1,85;1,25;1,15;PROPN;X;X
alimenticia;alimentici;1,15;1,15;2,21;1,3;1,25;NOUN;F;S
alimento;aliment;1,35;1,05;3,3;1,1;1,5;NOUN;M;S
alineación;alin;1,5;1,35;1,9;1,4;1,35;NOUN;F;S
alineamiento;alin;1,15;1,5;2,25;1,2;1,5;NOUN;M;S
alinear;alin;1,1;1;2,3;1,2;1,2;VERB;X;X
alioli;alioli;1;1;1,95;1,25;1,85;PROPN;X;X
alistar;alist;1,65;2,37;1,6;1,7;2,1;VERB;X;X
aliviar;alivi;1,1;1,15;3,9;1,15;1,1;VERB;X;X
alivio;alivi;1,23;1,37;3,7;1,07;1,03;NOUN;M;S
aljibe;aljib;1;1,44;1,67;1;1,57;VERB;X;S
allá;alla;1,4;1,25;1,7;1,11;1,15;ADV;X;X
allanamiento;allan;2,55;3,25;1,35;3,05;2,15;NOUN;M;S
allanar;allan;1,65;1,84;1,35;2,06;1,58;VERB;X;X
allí;alli;1,2;1,1;1,7;1,3;1,1;ADV;X;X
alma;alma;1,97;1,9;2,7;1,57;1,27;NOUN;F;S
almacén;almacen;1,2;1,3;1,6;1,35;1,4;VERB;X;S
almacena;almacen;1,1;1,25;1,55;1,26;1,25;PROPN;X;X
almacenaje;almacenaj;1,2;1,4;1,85;1,37;1,45;NOUN;M;S
almacenamiento;almacen;1,55;1,3;1,8;1,7;1,65;NOUN;M;S
almacenar;almacen;1,45;1,1;2,32;1,25;1,35;VERB;X;X
almanaque;almanaqu;1,43;1,06;1,5;1,08;1,92;PROPN;X;X
almeja;almej;1,03;1,1;1,72;1;1,69;VERB;X;S
almendra;almendr;1,1;1,2;2,9;1,1;1,2;PROPN;X;X
almendro;almendr;1,11;1,16;2,25;1;1,11;PROPN;X;X
almeriense;almeriens;1,1;1;2,58;1,1;1,21;ADJ;X;S
almíbar;almib;1;1;2,1;1,05;1,58;VERB;X;X
almidón;almidon;1,26;1,32;1,68;1,17;1,63;NOUN;M;S
almirante;almir;1,4;1,26;1,42;1,37;1,74;NOUN;M;S
almohada;almoh;1,2;1,03;3,03;1,03;1,07;ADJ;F;S
almorzar;almorz;1,1;1;2,85;1,15;1;VERB;X;X
almuerzo;almuerz;1,05;1;3,8;1;1;NOUN;M;S
aloja;aloj;1,13;1,06;2,17;1,12;1,12;ADJ;X;S
alojado;aloj;1,05;1,05;2,35;1,4;1,1;ADJ;M;S
alojamiento;aloj;1,5;1,15;2,85;1,1;1,25;NOUN;M;S
alojar;aloj;1,05;1,4;1,85;1,3;1,25;VERB;X;X
alondra;alondr;1,07;1,11;2;1,5;1,22;PROPN;X;X
alpargata;alpargat;1,17;1,11;1,58;1,28;1,63;PROPN;X;X
alpha;alpha;1,07;1,11;1,85;1,25;1,35;PROPN;X;X
alpinismo;alpin;1,05;2,1;2,32;1,1;1,05;NOUN;M;S
alpino;alpin;1,06;1,28;2,63;1,1;1,1;NOUN;M;S
alquilar;alquil;1,2;1,25;2,1;1,05;1,25;VERB;X;X
alquiler;alquil;2,3;1,85;2;1,7;1,8;NOUN;M;S
alquimia;alquimi;1,5;1,71;1,73;1,47;1;PROPN;X;X
alquimista;alquim;1,37;1,33;1,56;1,25;1,31;PROPN;X;X
alquitrán;alquitran;2,05;1,94;1,15;2,2;3;VERB;X;P
alrededor;alrededor;1,05;1,25;1,95;1,15;1,05;ADV;X;X
altar;altar;1,4;1,8;2,45;1,15;1,95;VERB;X;X
altavoz;altavoz;1,1;1,25;2,6;1,7;1;PROPN;X;X
alteración;alter;2,5;2,65;1,5;2,05;1,65;NOUN;F;S
alterado;alter;2,4;2,83;1,63;2,87;1,47;ADJ;M;S
alterar;alter;1,75;1,75;1,5;2,5;1,8;VERB;X;X
altercado;alterc;2,25;2,93;1,07;2,79;1,64;ADJ;M;S
alterna;altern;1,2;1,05;1,9;1,05;1,25;VERB;X;S
alternancia;altern;1,2;1,25;1,8;1,55;1,05;NOUN;F;S
alternar;altern;1,35;1,25;2;1,55;1,3;VERB;X;X
alternativa;altern;1,6;1,55;3,1;1,21;1,1;NOUN;F;S
alternativo;altern;1,4;1,35;2,15;1,4;1,2;ADJ;M;S
alteza;altez;1,75;1,3;1,8;2,4;2,35;NOUN;F;S
altiplano;altiplan;1,12;1,3;1,75;1,06;1,47;NOUN;M;S
altísimo;altisim;1,16;1,72;2,4;1,47;1,21;ADJ;M;S
altitud;altitud;1,15;1,8;2,3;1,4;1,55;NOUN;F;S
altivez;altivez;2;1,54;1,53;3;2,33;PROPN;X;X
altivo;altiv;1,65;2,3;2,06;2,38;2,81;ADJ;M;S
alto;alto;1,2;1,6;2,2;1,13;1,23;ADJ;M;S
altruismo;altruism;1,3;1,56;3,05;1,32;1,53;NOUN;M;S
altruista;altruist;1,37;1,16;3,8;1,5;1,3;VERB;X;S
altura;altur;1,15;2,65;2,55;1,15;1,15;NOUN;F;S
alucinación;alucin;2,05;2,85;2,05;1,85;1,55;NOUN;F;S
alud;alud;2,54;2,76;1,07;2,1;1,23;PROPN;X;X
aludir;alud;1,28;1,38;1,59;1,24;1,17;VERB;X;X
alumbra;alumbr;1,3;1,3;3;1,21;1,1;VERB;X;S
alumbrado;alumbr;1,25;1,15;2,9;1,25;1;ADJ;M;S
alumbrar;alumbr;1,2;1,6;2,75;1,15;1,05;VERB;X;X
aluminio;alumini;1,03;1,07;1,07;1,07;1;NOUN;M;S
alumna;alumn;1,3;1,05;2,7;1,2;1,05;PROPN;X;X
alumnado;alumn;1,1;1,25;2,5;1,25;1,65;ADJ;M;S
alumno;alumn;1,47;1,57;2,67;1,4;1,37;NOUN;M;S
alusión;alusion;1,3;1,5;1,74;1,7;1,21;NOUN;F;S
aluvión;aluvion;1,5;2;1,86;1,53;1,53;NOUN;M;S
alza;alza;1,28;1,2;1,95;1,16;1,25;NOUN;F;S
alzamiento;alzamient;1,95;2,05;1,7;2;1,6;NOUN;M;S
alzar;alzar;1,1;1,21;2,16;1,26;1,15;VERB;X;X
alzheimer;alzheim;4,6;4,2;1;2,45;1,95;VERB;X;X
ama;ama;1,95;1,55;2,85;1,9;1,32;VERB;X;S
amabilidad;amabil;1,03;1,13;4,03;1,23;1,13;NOUN;F;S
amable;amabl;1,23;1,27;4,37;1,1;1,13;ADJ;X;S
amada;amad;1,5;1,2;3,9;1,1;1,05;ADJ;F;S
amado;amad;1,37;1,97;4,33;1,4;1,07;ADJ;M;S
amanecer;amanec;1,77;1,4;4,07;1,07;1,03;VERB;X;X
amante;amant;2;2,23;2,97;2,2;1,83;ADV;X;X
amapola;amapol;1,21;1;3,15;1;1,05;PROPN;X;X
amar;amar;1,9;2,27;4,9;1,23;1,03;VERB;X;X
amargo;amarg;2,45;2,05;1,4;2,35;2,8;PROPN;X;X
amargura;amargur;4,43;2,57;1;2,7;2,83;NOUN;F;S
amarilla;amarill;1,4;1,3;1,8;1,45;1,1;ADJ;F;S
amarillento;amarillent;1,5;1,55;1,7;1,4;2,2;NOUN;M;S
amarillo;amarill;1,07;1,17;2,07;1,2;1,13;ADJ;M;S
amasador;amas;1,16;1,05;2,11;1;1,4;NOUN;M;S
amatista;amat;1;1;2,41;1,13;1,05;ADJ;X;S
amazónica;amazon;1,1;1,7;3,1;1,1;1,5;PROPN;X;X
ámbar;ambar;1,3;1,05;2,15;1,1;1,15;PROPN;X;X
ambición;ambicion;1,67;1,93;2,73;1,8;1,8;NOUN;F;S
ambicioso;ambici;1,65;1,7;2,4;2,2;1,63;ADJ;M;S
ambientación;ambient;1,2;1,35;2,95;1,15;1,3;NOUN;F;S
ambiental;ambiental;1,5;1,25;3,1;1,15;1,1;ADJ;X;S
ambiente;ambient;1,53;1,53;2,77;1,57;1,57;PROPN;X;X
ambigua;ambigu;1,47;1,2;1,25;2,05;1,63;PROPN;X;X
ambigüedad;ambigüed;1,75;1,75;1,6;1,89;1,35;NOUN;F;S
ámbito;ambit;1,1;1,5;1,5;1,1;1,2;NOUN;M;S
ambulancia;ambul;3,07;3,03;1,07;1,43;1,23;NOUN;F;S
ambulante;ambul;1,95;1,8;1,7;1,3;1,58;ADJ;X;S
amén;amen;2,1;1,4;1,4;2;2,1;ADV;X;X
amena;amen;1;1,15;2,89;1;1,16;VERB;X;S
amenaza;amenaz;2,33;3,77;1,03;2,73;1,7;VERB;X;S
amenazado;amenaz;2,97;4,37;1,03;3,6;2,43;ADJ;M;S
amenazador;amenaz;2,4;4,27;1;3,7;2,6;NOUN;M;S
amenazante;amenaz;2,95;3,65;1,15;3,7;2,7;ADV;X;X
amenazar;amenaz;3,07;4,1;1;4,13;2,67;VERB;X;X
americana;american;1;1,15;2,65;1,11;1,05;ADJ;F;S
americano;american;1,2;1,3;2,25;1,2;1,4;ADJ;M;S
ametralladora;ametrall;3,63;4,4;1,23;4,07;3,47;NOUN;F;S
amiga;amig;1,9;1,53;4,1;1,33;1,2;NOUN;F;S
amigable;amig;1,13;1,23;4,17;1,2;1,1;ADJ;X;S
amigdalitis;amigdalitis;2,45;2,35;1,05;3,16;3,06;PROPN;X;X
amigo;amig;1,53;1,57;4,53;1,2;1,13;NOUN;M;S
aminoácido;aminoac;1,15;1,26;1,9;1,25;1,3;ADJ;M;S
aminorar;aminor;1,06;1,17;1,74;1,83;1,53;VERB;X;X
amistad;amist;1,43;1,3;4,77;1,03;1,03;NOUN;F;S
amistoso;amist;1,07;1,4;4,27;1,13;1,1;ADJ;M;S
amnesia;amnesi;3,6;3,3;1,1;2,25;1,89;PROPN;X;X
amnistía;amnist;1,84;1,76;2,47;2,18;1,61;NOUN;F;S
amo;amo;1,95;2,15;1,95;2,5;2,4;VERB;X;S
amonestación;amonest;2,89;2,38;1,12;2,7;2,1;NOUN;F;S
amonestar;amonest;2,9;2,7;1,32;2,89;1,84;VERB;X;X
amonio;amoni;1,53;2,05;1,27;1,41;2,06;NOUN;M;S
amontonar;amonton;1,8;2,15;1,55;2,1;1,95;VERB;X;X
amor;amor;2,23;2,6;4,7;1,63;1,07;NOUN;M;S
amordazar;amordaz;3,18;4,14;1,14;3,86;2,72;VERB;X;X
amorosa;amor;1,37;1,2;4,25;1,55;1,3;ADJ;F;S
amortización;amortiz;1,25;1,47;1,84;1,4;1,11;NOUN;F;S
ampara;ampar;1,58;1,06;1,56;1,25;1,44;PROPN;X;X
amparo;ampar;1,75;1,6;2,5;1,06;1,25;NOUN;M;S
amplia;ampli;1,17;1,34;2,07;1,21;1,03;ADJ;F;S
ampliación;ampliacion;1,4;1,57;2,4;1,37;1,3;NOUN;F;S
ampliar;ampli;1,05;1,3;2,4;1,2;1,45;VERB;X;X
amplificación;amplif;1,2;1,25;1,95;1,1;1,1;NOUN;F;S
amplitud;amplitud;1,57;2;2,57;1,33;1,47;NOUN;F;S
ampolla;ampoll;1,87;1,67;1;1,97;3,4;PROPN;X;X
amputación;amput;3,93;4,07;1,03;2,63;3,23;NOUN;F;S
amuleto;amulet;1,95;1,3;3,75;1,2;1,25;PROPN;X;X
amurallado;amurall;2,25;1,67;1,3;1,65;1,75;ADJ;M;S
ana;ana;1;1;2,55;1,11;1;PROPN;X;X
anacardo;anacard;1,3;1,32;2,15;1,29;1,63;PROPN;X;X
anaconda;anacond;1,55;4,25;1,5;1,75;2,55;ADJ;F;S
anagrama;anagram;1,06;1;1,78;1,41;1,22;PROPN;X;X
anal;anal;1,25;1,95;1,6;1,8;3,5;ADJ;X;S
analfabetismo;analfabet;3,95;2,4;1,1;2,9;1,8;NOUN;M;S
análisis;analisis;1,7;3,1;1,4;1,7;1,83;NOUN;M;X
analista;anal;1,34;1,86;1,69;1,28;1,38;NOUN;X;S
analítica;analit;2;2,1;1,15;1,65;1,85;ADJ;F;S
analizada;analiz;1,3;1,25;1,9;1,75;1,55;ADJ;F;S
analizado;analiz;1,4;1,75;1,8;1,05;1,1;ADJ;M;S
analizar;analiz;1,05;1,5;2,3;1,25;1,3;VERB;X;X
análoga;analog;1,11;1,07;2,11;1,39;1,44;VERB;X;S
analogía;analog;1,14;1,14;1,41;1,1;1,03;NOUN;F;S
analógico;analog;1,05;1,26;1,9;1,2;1;ADJ;M;S
anaranjado;anaranj;1,15;1,15;1,9;1,3;1;ADJ;M;S
anarquía;anarqu;2,8;2,79;1,85;2,7;2,3;NOUN;F;S
anarquismo;anarqu;1,95;3,15;1,9;2,35;2,25;NOUN;M;S
anarquista;anarqu;1,8;2,2;1,45;2,35;2,1;ADJ;X;S
ancestral;ancestral;1,16;1,45;2,16;1,37;1,4;ADJ;X;S
ancestro;ancestr;1,53;1,21;1,78;1,1;1;ADV;X;X
anchas;anchas;1,2;1,25;1,9;1,4;1,11;PROPN;X;X
ancho;ancho;1,23;1,33;1,4;1,4;1,37;ADJ;M;S
anchoa;ancho;1,3;1,1;1,65;1,3;1,79;PROPN;X;X
anciana;ancian;2,35;1,15;2,55;1,1;1,25;NOUN;F;S
anciano;ancian;2,63;1,27;2,7;1,1;1,17;ADJ;M;S
ancla;ancla;1,65;1,55;2,5;1,25;1,3;PROPN;X;X
anclaje;anclaj;1,3;1,35;1,8;1,55;1,45;NOUN;M;S
anclar;anclar;1,48;1,34;1,55;1,17;1,14;ADJ;X;S
andadura;andadur;1,15;1,25;2,37;1,44;1,39;NOUN;F;S
andaluz;andaluz;1;1,05;3,05;1,1;1;NOUN;M;S
andaluza;andaluz;1;1;3;1;1,3;PROPN;X;X
andante;andant;1,3;1,1;2,1;1,4;1,1;ADV;X;X
andar;andar;1,2;1;2,95;1,15;1,05;VERB;X;X
andén;anden;1,2;1,55;1,8;1,74;1,4;PROPN;X;X
anécdota;anecdot;1,15;1,15;3,55;1,21;1,15;NOUN;F;S
anemia;anemi;3,1;2,85;1,05;1,95;2,05;PROPN;X;X
anestesia;anestesi;2,7;3,25;1,3;1,6;1,85;PROPN;X;X
anestesista;anestes;1,26;2,75;2,2;1,45;2,3;ADJ;X;S
anexa;anex;1,28;1,19;1,12;1,11;1,24;ADJ;F;S
anexión;anexion;1,29;1,27;2,07;1,47;1,2;NOUN;F;S
anexionar;anexion;1,12;1,33;2,06;1,63;1,39;VERB;X;X
anexo;anex;1,1;1,1;1,4;1,4;1,15;NOUN;M;S
anfibios;anfibi;1,1;1,45;2,2;1,25;2,53;NOUN;M;P
anfiteatro;anfiteatr;1,25;1,2;2,45;1,15;1,15;NOUN;M;S
anfitrión;anfitrion;1,03;1,31;3,69;1,21;1,17;NOUN;M;S
anfitriona;anfitrion;1,1;1,1;2,65;1,15;1,2;VERB;X;S
ángel;angel;1,5;1,07;3,1;1,17;1,13;PROPN;X;X
angelical;angelical;1,25;1,3;3,15;1,5;1,5;ADJ;X;S
angina;angin;2,25;2,75;1,2;1,95;2,9;PROPN;X;X
anglosajón;anglosajon;1,15;1,15;2,17;1;1,2;NOUN;M;S
angora;angor;1,17;1,33;1,77;1,36;1,54;ADJ;F;S
angosta;angost;1,79;2;1,44;1,58;2;ADJ;X;S
anguila;anguil;1,21;2,62;1,24;1,21;2,83;PROPN;X;X
angular;angul;1,1;1,11;1,5;1,4;1,25;VERB;X;X
ángulo;angul;1,2;1,1;1,5;1,25;1,2;NOUN;M;S
angustia;angusti;3,57;3,5;1;2,53;1,9;NOUN;F;S
angustiado;angusti;3,6;3,63;1,07;2,33;1,8;ADJ;M;S
angustiosa;angusti;3,85;2,5;1,05;3,1;2,25;PROPN;X;X
anhelar;anhel;2,95;1,89;1,7;1,5;1,63;ADJ;X;S
anhelo;anhel;3,6;2,33;1,83;1,67;1,33;NOUN;M;S
