Word;lexema;tristeza;alegria;miedo;ira;asco;tipoPalabra
aire;air;1,13;1,1;2,87;1,13;1,1;NOUN
airoso;airos;1,3;1,4;2,68;1,63;1,56;ADJ
aislamiento;aislamient;3,77;4;1,1;2,37;1,83;NOUN
aislante;aislant;1,65;1,55;1,55;1,68;1,45;ADJ
aislar;aisl;3,37;2,9;1,15;2,1;2,65;VERB
ajedrez;ajedrez;1,47;1,27;2,1;1,47;1,03;PROPN
ajeno;ajen;1,4;1,8;1,65;1,8;1,45;ADJ
ajo;ajo;1,45;1,15;1,75;1,75;1,95;ADV
ajuar;aju;1,38;1,2;1,64;1,3;1,23;VERB
ajustar;ajust;1,25;1,35;1,8;1,3;1,25;VERB
ajuste;ajust;1,25;1,58;1,95;1,2;1,1;NOUN
ala;ala;1,1;1,25;2,58;1,15;1,05;NOUN
alabado;alab;1,22;1,3;1,95;1,68;1,68;ADJ
alabanza;alab;1,65;1,15;3,47;1,3;1,5;PROPN
alabar;alab;1,3;1,43;3,43;1,33;1,47;VERB
alacena;alacen;1;1,14;1,62;1,27;1,62;VERB
alado;alad;1;1,14;2,53;1;1,27;ADJ
alambrada;alambr;2,2;2,03;1,2;1,93;1,53;ADJ
alambrado;alambr;2,25;1,95;1,42;2,1;1,68;ADJ
alambre;alambr;1,67;1,83;1,17;1,4;1,23;NOUN
álamo;alam;1,12;1,05;1,84;1,18;1,16;NOUN
alar;alar;1,33;1,15;1,55;1,14;1,25;ADJ
alarde;alard;1,5;1,71;1,63;2,5;1,64;NOUN
alargar;alarg;1,4;1,3;2,55;1,55;1,3;VERB
alarido;alar;2,47;2,76;1,41;1,93;2;ADJ
alarma;alarm;1,86;3,23;1,45;2,34;1,48;NOUN
alarmante;alarm;2,4;3,25;1,2;2,4;1,9;ADJ
alarmar;alarm;1,77;3,77;1,37;1,9;1,23;VERB
alas;alas;1,05;1,2;2,75;1,05;1,25;NOUN
alba;alba;1,53;1;3,13;1,07;1;NOUN
albanesa;albanes;1,25;1,33;1,94;1,05;1,1;NOUN
albañil;albañil;1,43;1,33;1,73;1,23;1,43;PROPN
albaricoque;albaricoqu;1;1,2;2,6;1,1;1,5;PROPN
albedrío;albedri;1,33;1,68;2,28;1,33;1,16;PROPN
albergar;alberg;1,6;1,45;1,95;1,32;1,15;VERB
albergue;alberg;1,53;1,73;2,9;1,37;1,87;NOUN
albina;albin;1,58;1,65;1,65;1,11;1,05;ADJ
albornoz;albornoz;1,15;1;2,15;1,1;1,1;PROPN
alboroto;alborot;1,47;2,4;1,5;2,95;2,2;ADV
albufera;albufer;1,12;1,23;1,64;1,17;1,33;PROPN
álbum;album;1,85;1,1;2,9;1;1;NOUN
alcachofa;alcachof;1,25;1,05;1,7;1,45;2,25;PROPN
alcaide;alcaid;1,82;1,44;1,43;1,71;1,47;VERB
alcalde;alcald;1,1;1,1;1,65;1,8;1,75;NOUN
alcaldesa;alcaldes;1,43;1,23;1,43;2,13;1,93;NOUN
alcaldía;alcald;1,5;1,45;1,6;2;2,06;NOUN
alcance;alcanc;1,15;1,2;2,5;1,2;1,05;NOUN
alcantarillado;alcantarill;1,4;1,63;1,35;1,7;3,45;NOUN
alcanzar;alcanz;1,1;1,05;3,2;1,3;1,2;VERB
alcayata;alcayat;1,13;1,29;1,36;1,06;1,69;PROPN
alcázar;alcaz;1,06;1,35;2;1;1,6;VERB
alce;alce;1,18;2,21;2,39;1,11;1,14;VERB
alcoba;alcob;1,35;1,16;1,95;1,06;1,56;PROPN
alcohol;alcohol;2,25;2,35;3,1;1,8;2,75;NOUN
alcohólica;alcohol;3,65;2,85;1,35;2,45;2,8;ADJ
alcohólico;alcohol;3,9;2,63;1,27;2,63;2,47;ADJ
alcoholismo;alcohol;3,75;3,45;1,45;3,75;3,05;NOUN
alcornoque;alcornoqu;1,06;1,05;2,05;1,19;1,28;PROPN
aldea;alde;1,3;1,6;2,15;1,15;1,05;PROPN
aleación;aleacion;1;1,06;1,63;1,2;1,24;NOUN
aleatorio;aleatori;1,4;1,55;2,2;1,6;1,2;PROPN
alegación;aleg;1,58;1,47;1,29;1,44;1,37;NOUN
alegar;aleg;1,4;1,37;2,05;1,5;1,25;VERB
alegato;alegat;1,79;1,45;1,94;1,39;1,88;NOUN
alegoría;alegor;1,33;1,32;1,78;1,18;1,11;VERB
alegórica;alegor;1,6;1;2,18;1,27;1,2;PROPN
alegra;alegr;1,2;1,05;3,83;1;1;VERB
alegrar;alegr;1,07;1,43;4,73;1,03;1;VERB
alegre;alegr;1,1;1,23;4,83;1,1;1,03;ADJ
alegría;alegr;1;1,23;4,77;1;1,13;NOUN
alegro;alegr;1,1;1,06;3,55;1,25;1,11;NOUN
alejamiento;alej;3,25;2,7;1,4;2,05;1,85;NOUN
alejar;alej;3,15;2,4;1,5;1,8;1,2;VERB
alelí;alel;1,36;1;2,15;1,06;1,25;PROPN
alemán;aleman;1,4;1,1;2,15;1,2;1;ADJ
alentador;alent;1,4;1,73;3,73;1,27;1,23;NOUN
alentar;alent;1,37;1,65;2,6;1,42;1,37;VERB
alergia;alergi;2;2;2,43;1,89;2,21;NOUN
alero;aler;1;1,5;1,43;1,07;1,5;NOUN
alerta;alert;1,5;3;1,4;1,57;1,33;NOUN
alertar;alert;2,1;2,3;1,3;1,8;1,25;VERB
aleta;alet;1,1;1,65;1,8;1,1;1,45;NOUN
aletas;alet;1,05;1,05;1,95;1,21;1,53;NOUN
aleteo;alete;1,1;1,26;2,3;1,25;1,45;PROPN
alfa;alfa;1,21;1,05;2,32;1,3;1,26;NOUN
alfabético;alfabet;1,2;1,05;1,75;1,2;1,21;ADJ
alfabetización;alfabetiz;1,45;1,2;3,15;1,35;1;NOUN
alfabeto;alfabet;1;1;2,15;1,2;1,15;NOUN
alfalfa;alfalf;1,11;1,11;2,14;1,37;1,86;ADV
alfarería;alfar;1,12;1,15;1,68;1,06;1,15;NOUN
alfarero;alfarer;1,13;1,06;1,47;1;1,18;PROPN
alférez;alferez;1,46;1,3;1,31;2,13;1,36;VERB
alfil;alfil;1,69;1,28;1,76;1,33;1,05;VERB
alfiler;alfil;1,6;2,53;1,5;1,53;1,3;PROPN
alfombra;alfombr;1,3;1,13;1,6;1,2;2,03;VERB
alga;alga;1,16;1,7;1,65;1,65;2,7;PROPN
algarabía;algarab;1,75;1,54;1,91;1,75;1,7;VERB
algarrobo;algarrob;1,58;1,15;1,58;1,19;1,64;PROPN
álgebra;algebr;1,4;1,85;1,75;1,75;2,1;NOUN
algebraica;algebr;1,45;1,4;1,45;2;1,53;PROPN
álgido;algid;1,69;1,53;1,41;1,45;1,54;ADJ
algo;algo;1,55;1,4;2,05;1,3;1,3;PRON
algodón;algodon;1;1,05;2,3;1;1,1;NOUN
algoritmo;algoritm;1,16;1,5;1,45;2,05;2,06;PROPN
alguacil;alguacil;1,33;1,89;1,47;1,44;1,72;ADJ
alguna;algun;1,2;1,15;1,8;1,25;1,15;PRON
alguno;algun;1,25;1,25;1,55;1,3;1,25;PRON
alhambra;alhambr;1,15;1,16;3,65;1,32;1,56;VERB
aliado;ali;1,35;1,65;2,55;1,5;1,1;ADJ
alianza;alianz;1,3;2;3,1;1,4;1,23;NOUN
aliar;ali;1,6;1,85;2,84;1,8;1,2;VERB
alicatar;alicat;1,15;1,07;1,19;1,15;1,15;VERB
alicates;alicat;1,17;1,83;1,31;1,45;1,21;NOUN
aliciente;alicient;1,11;1,26;2,35;1,2;1,15;ADV
alienación;alien;1,63;1,89;1,55;2,21;1,47;NOUN
alienígena;alienigen;1,16;2,2;1,75;1,11;2,5;PROPN
aliento;alient;1,73;1,8;1,43;1,6;2,5;NOUN
aligerar;aliger;1,05;1,25;2,65;1,3;1,35;VERB
alimentación;aliment;1,5;1,55;3,4;1,74;1,1;NOUN
alimentar;aliment;1,67;1,43;3,5;1,33;1,37;VERB
alimentaria;alimentari;1,4;1,05;1,85;1,25;1,15;PROPN
alimenticia;alimentici;1,15;1,15;2,21;1,3;1,25;NOUN
alimento;aliment;1,35;1,05;3,3;1,1;1,5;NOUN
alineación;alin;1,5;1,35;1,9;1,4;1,35;NOUN
alineamiento;alin;1,15;1,5;2,25;1,2;1,5;NOUN
alinear;alin;1,1;1;2,3;1,2;1,2;VERB
alioli;alioli;1;1;1,95;1,25;1,85;PROPN
alistar;alist;1,65;2,37;1,6;1,7;2,1;VERB
aliviar;alivi;1,1;1,15;3,9;1,15;1,1;VERB
alivio;alivi;1,23;1,37;3,7;1,07;1,03;NOUN
aljibe;aljib;1;1,44;1,67;1;1,57;VERB
allá;alla;1,4;1,25;1,7;1,11;1,15;ADV
allanamiento;allan;2,55;3,25;1,35;3,05;2,15;NOUN
allanar;allan;1,65;1,84;1,35;2,06;1,58;VERB
allí;alli;1,2;1,1;1,7;1,3;1,1;ADV
alma;alma;1,97;1,9;2,7;1,57;1,27;NOUN
almacén;almacen;1,2;1,3;1,6;1,35;1,4;VERB
almacena;almacen;1,1;1,25;1,55;1,26;1,25;PROPN
almacenaje;almacenaj;1,2;1,4;1,85;1,37;1,45;NOUN
almacenamiento;almacen;1,55;1,3;1,8;1,7;1,65;NOUN
almacenar;almacen;1,45;1,1;2,32;1,25;1,35;VERB
almanaque;almanaqu;1,43;1,06;1,5;1,08;1,92;PROPN
almeja;almej;1,03;1,1;1,72;1;1,69;VERB
almendra;almendr;1,1;1,2;2,9;1,1;1,2;PROPN
almendro;almendr;1,11;1,16;2,25;1;1,11;PROPN
almeriense;almeriens;1,1;1;2,58;1,1;1,21;ADJ
almíbar;almib;1;1;2,1;1,05;1,58;VERB
almidón;almidon;1,26;1,32;1,68;1,17;1,63;NOUN
almirante;almir;1,4;1,26;1,42;1,37;1,74;NOUN
almohada;almoh;1,2;1,03;3,03;1,03;1,07;ADJ
almorzar;almorz;1,1;1;2,85;1,15;1;VERB
almuerzo;almuerz;1,05;1;3,8;1;1;NOUN
aloja;aloj;1,13;1,06;2,17;1,12;1,12;ADJ
alojado;aloj;1,05;1,05;2,35;1,4;1,1;ADJ
alojamiento;aloj;1,5;1,15;2,85;1,1;1,25;NOUN
alojar;aloj;1,05;1,4;1,85;1,3;1,25;VERB
alondra;alondr;1,07;1,11;2;1,5;1,22;PROPN
alpargata;alpargat;1,17;1,11;1,58;1,28;1,63;PROPN
alpha;alpha;1,07;1,11;1,85;1,25;1,35;PROPN
alpinismo;alpin;1,05;2,1;2,32;1,1;1,05;NOUN
alpino;alpin;1,06;1,28;2,63;1,1;1,1;NOUN
alquilar;alquil;1,2;1,25;2,1;1,05;1,25;VERB
alquiler;alquil;2,3;1,85;2;1,7;1,8;NOUN
alquimia;alquimi;1,5;1,71;1,73;1,47;1;PROPN
alquimista;alquim;1,37;1,33;1,56;1,25;1,31;PROPN
alquitrán;alquitran;2,05;1,94;1,15;2,2;3;VERB
alrededor;alrededor;1,05;1,25;1,95;1,15;1,05;ADV
altar;altar;1,4;1,8;2,45;1,15;1,95;VERB
altavoz;altavoz;1,1;1,25;2,6;1,7;1;PROPN
alteración;alter;2,5;2,65;1,5;2,05;1,65;NOUN
alterado;alter;2,4;2,83;1,63;2,87;1,47;ADJ
alterar;alter;1,75;1,75;1,5;2,5;1,8;VERB
altercado;alterc;2,25;2,93;1,07;2,79;1,64;ADJ
alterna;altern;1,2;1,05;1,9;1,05;1,25;VERB
alternancia;altern;1,2;1,25;1,8;1,55;1,05;NOUN
alternar;altern;1,35;1,25;2;1,55;1,3;VERB
alternativa;altern;1,6;1,55;3,1;1,21;1,1;NOUN
alternativo;altern;1,4;1,35;2,15;1,4;1,2;ADJ
alteza;altez;1,75;1,3;1,8;2,4;2,35;NOUN
altiplano;altiplan;1,12;1,3;1,75;1,06;1,47;NOUN
altísimo;altisim;1,16;1,72;2,4;1,47;1,21;ADJ
altitud;altitud;1,15;1,8;2,3;1,4;1,55;NOUN
altivez;altivez;2;1,54;1,53;3;2,33;PROPN
altivo;altiv;1,65;2,3;2,06;2,38;2,81;ADJ
alto;alto;1,2;1,6;2,2;1,13;1,23;ADJ
altruismo;altruism;1,3;1,56;3,05;1,32;1,53;NOUN
altruista;altruist;1,37;1,16;3,8;1,5;1,3;VERB
altura;altur;1,15;2,65;2,55;1,15;1,15;NOUN
alucinación;alucin;2,05;2,85;2,05;1,85;1,55;NOUN
alud;alud;2,54;2,76;1,07;2,1;1,23;PROPN
aludir;alud;1,28;1,38;1,59;1,24;1,17;VERB
alumbra;alumbr;1,3;1,3;3;1,21;1,1;VERB
alumbrado;alumbr;1,25;1,15;2,9;1,25;1;ADJ
alumbrar;alumbr;1,2;1,6;2,75;1,15;1,05;VERB
aluminio;alumini;1,03;1,07;1,07;1,07;1;NOUN
alumna;alumn;1,3;1,05;2,7;1,2;1,05;PROPN
alumnado;alumn;1,1;1,25;2,5;1,25;1,65;ADJ
alumno;alumn;1,47;1,57;2,67;1,4;1,37;NOUN
alusión;alusion;1,3;1,5;1,74;1,7;1,21;NOUN
aluvión;aluvion;1,5;2;1,86;1,53;1,53;NOUN
alza;alza;1,28;1,2;1,95;1,16;1,25;NOUN
alzamiento;alzamient;1,95;2,05;1,7;2;1,6;NOUN
alzar;alzar;1,1;1,21;2,16;1,26;1,15;VERB
alzheimer;alzheim;4,6;4,2;1;2,45;1,95;VERB
ama;ama;1,95;1,55;2,85;1,9;1,32;VERB
amabilidad;amabil;1,03;1,13;4,03;1,23;1,13;NOUN
amable;amabl;1,23;1,27;4,37;1,1;1,13;ADJ
amada;amad;1,5;1,2;3,9;1,1;1,05;ADJ
amado;amad;1,37;1,97;4,33;1,4;1,07;ADJ
amanecer;amanec;1,77;1,4;4,07;1,07;1,03;VERB
amante;amant;2;2,23;2,97;2,2;1,83;ADV
amapola;amapol;1,21;1;3,15;1;1,05;PROPN
amar;amar;1,9;2,27;4,9;1,23;1,03;VERB
amargo;amarg;2,45;2,05;1,4;2,35;2,8;PROPN
amargura;amargur;4,43;2,57;1;2,7;2,83;NOUN
amarilla;amarill;1,4;1,3;1,8;1,45;1,1;ADJ
amarillento;amarillent;1,5;1,55;1,7;1,4;2,2;NOUN
amarillo;amarill;1,07;1,17;2,07;1,2;1,13;ADJ
amasador;amas;1,16;1,05;2,11;1;1,4;NOUN
amatista;amat;1;1;2,41;1,13;1,05;ADJ
amazónica;amazon;1,1;1,7;3,1;1,1;1,5;PROPN
ámbar;ambar;1,3;1,05;2,15;1,1;1,15;PROPN
ambición;ambicion;1,67;1,93;2,73;1,8;1,8;NOUN
ambicioso;ambici;1,65;1,7;2,4;2,2;1,63;ADJ
ambientación;ambient;1,2;1,35;2,95;1,15;1,3;NOUN
ambiental;ambiental;1,5;1,25;3,1;1,15;1,1;ADJ
ambiente;ambient;1,53;1,53;2,77;1,57;1,57;PROPN
ambigua;ambigu;1,47;1,2;1,25;2,05;1,63;PROPN
ambigüedad;ambigüed;1,75;1,75;1,6;1,89;1,35;NOUN
ámbito;ambit;1,1;1,5;1,5;1,1;1,2;NOUN
ambulancia;ambul;3,07;3,03;1,07;1,43;1,23;NOUN
ambulante;ambul;1,95;1,8;1,7;1,3;1,58;ADJ
amén;amen;2,1;1,4;1,4;2;2,1;ADV
amena;amen;1;1,15;2,89;1;1,16;VERB
amenaza;amenaz;2,33;3,77;1,03;2,73;1,7;VERB
amenazado;amenaz;2,97;4,37;1,03;3,6;2,43;ADJ
amenazador;amenaz;2,4;4,27;1;3,7;2,6;NOUN
amenazante;amenaz;2,95;3,65;1,15;3,7;2,7;ADV
amenazar;amenaz;3,07;4,1;1;4,13;2,67;VERB
americana;american;1;1,15;2,65;1,11;1,05;ADJ
americano;american;1,2;1,3;2,25;1,2;1,4;ADJ
ametralladora;ametrall;3,63;4,4;1,23;4,07;3,47;NOUN
amiga;amig;1,9;1,53;4,1;1,33;1,2;NOUN
amigable;amig;1,13;1,23;4,17;1,2;1,1;ADJ
amigdalitis;amigdalitis;2,45;2,35;1,05;3,16;3,06;PROPN
amigo;amig;1,53;1,57;4,53;1,2;1,13;NOUN
aminoácido;aminoac;1,15;1,26;1,9;1,25;1,3;ADJ
aminorar;aminor;1,06;1,17;1,74;1,83;1,53;VERB
amistad;amist;1,43;1,3;4,77;1,03;1,03;NOUN
amistoso;amist;1,07;1,4;4,27;1,13;1,1;ADJ
amnesia;amnesi;3,6;3,3;1,1;2,25;1,89;PROPN
amnistía;amnist;1,84;1,76;2,47;2,18;1,61;NOUN
amo;amo;1,95;2,15;1,95;2,5;2,4;VERB
amonestación;amonest;2,89;2,38;1,12;2,7;2,1;NOUN
amonestar;amonest;2,9;2,7;1,32;2,89;1,84;VERB
amonio;amoni;1,53;2,05;1,27;1,41;2,06;NOUN
amontonar;amonton;1,8;2,15;1,55;2,1;1,95;VERB
amor;amor;2,23;2,6;4,7;1,63;1,07;NOUN
amordazar;amordaz;3,18;4,14;1,14;3,86;2,72;VERB
amorosa;amor;1,37;1,2;4,25;1,55;1,3;ADJ
amortización;amortiz;1,25;1,47;1,84;1,4;1,11;NOUN
ampara;ampar;1,58;1,06;1,56;1,25;1,44;PROPN
amparo;ampar;1,75;1,6;2,5;1,06;1,25;NOUN
amplia;ampli;1,17;1,34;2,07;1,21;1,03;ADJ
ampliación;ampliacion;1,4;1,57;2,4;1,37;1,3;NOUN
ampliar;ampli;1,05;1,3;2,4;1,2;1,45;VERB
amplificación;amplif;1,2;1,25;1,95;1,1;1,1;NOUN
amplitud;amplitud;1,57;2;2,57;1,33;1,47;NOUN
ampolla;ampoll;1,87;1,67;1;1,97;3,4;PROPN
amputación;amput;3,93;4,07;1,03;2,63;3,23;NOUN
amuleto;amulet;1,95;1,3;3,75;1,2;1,25;PROPN
amurallado;amurall;2,25;1,67;1,3;1,65;1,75;ADJ
ana;ana;1;1;2,55;1,11;1;PROPN
anacardo;anacard;1,3;1,32;2,15;1,29;1,63;PROPN
anaconda;anacond;1,55;4,25;1,5;1,75;2,55;ADJ
anagrama;anagram;1,06;1;1,78;1,41;1,22;PROPN
anal;anal;1,25;1,95;1,6;1,8;3,5;ADJ
analfabetismo;analfabet;3,95;2,4;1,1;2,9;1,8;NOUN
análisis;analisis;1,7;3,1;1,4;1,7;1,83;NOUN
analista;anal;1,34;1,86;1,69;1,28;1,38;NOUN
analítica;analit;2;2,1;1,15;1,65;1,85;ADJ
analizada;analiz;1,3;1,25;1,9;1,75;1,55;ADJ
analizado;analiz;1,4;1,75;1,8;1,05;1,1;ADJ
analizar;analiz;1,05;1,5;2,3;1,25;1,3;VERB
análoga;analog;1,11;1,07;2,11;1,39;1,44;VERB
analogía;analog;1,14;1,14;1,41;1,1;1,03;NOUN
analógico;analog;1,05;1,26;1,9;1,2;1;ADJ
anaranjado;anaranj;1,15;1,15;1,9;1,3;1;ADJ
anarquía;anarqu;2,8;2,79;1,85;2,7;2,3;NOUN
anarquismo;anarqu;1,95;3,15;1,9;2,35;2,25;NOUN
anarquista;anarqu;1,8;2,2;1,45;2,35;2,1;ADJ
ancestral;ancestral;1,16;1,45;2,16;1,37;1,4;ADJ
ancestro;ancestr;1,53;1,21;1,78;1,1;1;ADV
anchas;anchas;1,2;1,25;1,9;1,4;1,11;PROPN
ancho;ancho;1,23;1,33;1,4;1,4;1,37;ADJ
anchoa;ancho;1,3;1,1;1,65;1,3;1,79;PROPN
anciana;ancian;2,35;1,15;2,55;1,1;1,25;NOUN
anciano;ancian;2,63;1,27;2,7;1,1;1,17;ADJ
ancla;ancla;1,65;1,55;2,5;1,25;1,3;PROPN
anclaje;anclaj;1,3;1,35;1,8;1,55;1,45;NOUN
anclar;anclar;1,48;1,34;1,55;1,17;1,14;ADJ
andadura;andadur;1,15;1,25;2,37;1,44;1,39;NOUN
andaluz;andaluz;1;1,05;3,05;1,1;1;NOUN
andaluza;andaluz;1;1;3;1;1,3;PROPN
andante;andant;1,3;1,1;2,1;1,4;1,1;ADV
andar;andar;1,2;1;2,95;1,15;1,05;VERB
andén;anden;1,2;1,55;1,8;1,74;1,4;PROPN
anécdota;anecdot;1,15;1,15;3,55;1,21;1,15;NOUN
anemia;anemi;3,1;2,85;1,05;1,95;2,05;PROPN
anestesia;anestesi;2,7;3,25;1,3;1,6;1,85;PROPN
anestesista;anestes;1,26;2,75;2,2;1,45;2,3;ADJ
anexa;anex;1,28;1,19;1,12;1,11;1,24;ADJ
anexión;anexion;1,29;1,27;2,07;1,47;1,2;NOUN
anexionar;anexion;1,12;1,33;2,06;1,63;1,39;VERB
anexo;anex;1,1;1,1;1,4;1,4;1,15;NOUN
anfibios;anfibi;1,1;1,45;2,2;1,25;2,53;NOUN
anfiteatro;anfiteatr;1,25;1,2;2,45;1,15;1,15;NOUN
anfitrión;anfitrion;1,03;1,31;3,69;1,21;1,17;NOUN
anfitriona;anfitrion;1,1;1,1;2,65;1,15;1,2;VERB
ángel;angel;1,5;1,07;3,1;1,17;1,13;PROPN
angelical;angelical;1,25;1,3;3,15;1,5;1,5;ADJ
angina;angin;2,25;2,75;1,2;1,95;2,9;PROPN
anglosajón;anglosajon;1,15;1,15;2,17;1;1,2;NOUN
angora;angor;1,17;1,33;1,77;1,36;1,54;ADJ
angosta;angost;1,79;2;1,44;1,58;2;ADJ
anguila;anguil;1,21;2,62;1,24;1,21;2,83;PROPN
angular;angul;1,1;1,11;1,5;1,4;1,25;VERB
ángulo;angul;1,2;1,1;1,5;1,25;1,2;NOUN
angustia;angusti;3,57;3,5;1;2,53;1,9;NOUN
angustiado;angusti;3,6;3,63;1,07;2,33;1,8;ADJ
angustiosa;angusti;3,85;2,5;1,05;3,1;2,25;PROPN
anhelar;anhel;2,95;1,89;1,7;1,5;1,63;ADJ
anhelo;anhel;3,6;2,33;1,83;1,67;1,33;NOUN
anidar;anid;1,22;1,24;2,11;1,2;1,41;VERB
anillo;anill;1,27;1,3;2,7;1,07;1,2;NOUN
ánima;anim;1,55;1,79;2,42;1,22;1,17;ADJ
animación;anim;1;1,15;4;1,1;1,45;NOUN
animal;animal;1,2;1,6;4,05;1,2;1,3;ADJ
animalito;animalit;1,25;1,1;4,2;1,05;1;NOUN
animar;anim;1,4;1,1;4,27;1;1;VERB
anime;anim;1,05;1,05;1,79;1,33;1,28;PROPN
anímico;anim;2,3;1,55;2,3;1,9;1,1;ADJ
ánimo;anim;1,5;1,23;4,1;1,27;1,07;NOUN
animosidad;anim;1,1;1,35;3;1,21;1,14;NOUN
animoso;anim;1,06;1,05;3,47;1,25;1,05;ADJ
aniquilación;aniquil;4,35;4,1;1,05;3,9;4,05;NOUN
aniquilamiento;aniquil;3,7;3,8;1,15;3,95;3,42;NOUN
aniquilar;aniquil;3,72;4,07;1,21;4,21;3,28;VERB
anís;anis;1,05;1,05;2,15;1,25;2,15;NOUN
aniversario;aniversari;1,35;1;3,9;1,15;1,2;NOUN
ano;ano;1,05;1,15;1,85;1,4;3,55;ADV
anoche;anoch;1,15;1,3;2,75;1,05;1,05;ADV
anochecer;anochec;1,85;1,65;3,55;1,5;1;VERB
anomalía;anomal;2,6;2,95;1,25;2,47;1,6;PROPN
anónima;anonim;1,4;2,2;1,65;1,42;1,25;ADJ
anonimato;anonimat;1,39;2,05;1,85;1,9;1,3;NOUN
anónimo;anonim;1,3;2,1;1,75;1,7;1,4;ADJ
anorak;anorak;1,57;1,07;2,13;1,3;1,23;PROPN
anorexia;anorexi;4,23;3,43;1,03;2,4;2,23;NOUN
anormal;anormal;2,55;2,35;1,8;2,6;1,9;ADJ
anotación;anot;1,15;1;2,05;1,2;1,05;NOUN
anotador;anot;1,35;1,6;1,95;1,5;1,2;NOUN
anotar;anot;1,34;1,24;1,41;1,14;1,24;VERB
ansia;ansi;2,25;2,5;1,35;2,75;2,05;NOUN
ansiedad;ansied;3,57;3,77;1,2;2,87;2,03;NOUN
ansioso;ansios;2,47;2,8;1,33;2,23;1,43;ADJ
antagonismo;antagon;2,05;1,84;1,74;2,15;1,42;NOUN
antagonista;antagon;2,16;1,75;1,75;2,32;1,37;ADJ
antamía;antam;1,25;1,53;2,35;1,15;1,8;NOUN
antaño;antañ;2,47;1,32;1,74;1,25;1,29;ADV
antártico;antart;1,8;1,8;2,55;1,1;1,05;ADJ
ante;ante;1,4;1,35;1,89;1,12;1,06;ADP
anteayer;anteay;1,35;1,05;2,25;1,45;1,3;ADV
antebrazo;antebraz;1,1;1,15;1,65;1,1;1,35;NOUN
antecámara;antecam;1,21;1,35;1,78;1,18;1,24;VERB
antecedente;antecedent;1,77;1,9;1,73;1,6;1,43;ADV
anteceder;anteced;1,35;1,5;1,9;1,25;1,35;VERB
antecesor;antecesor;1,25;1,5;2,05;1,4;1,15;PROPN
antelación;antel;1,1;1,3;2,25;1,35;1,15;NOUN
antemano;anteman;1,2;1,2;1,9;1,3;1,45;NOUN
antena;anten;1,1;1,2;1,47;1,17;1,1;PROPN
antepasado;antepas;2,35;1,75;2;1,15;1,15;ADJ
anteproyecto;anteproyect;1,12;1,28;1,67;1,35;1,05;ADV
anterior;anterior;1,25;1,5;1,45;1,15;1,3;ADJ
anterioridad;anterior;1,45;1,35;1,75;1,6;1,05;NOUN
antes;antes;1,7;1,4;2,35;1,1;1,11;ADV
antesala;antesal;1,24;1,22;1,47;1,26;1,1;PROPN
anticiclón;anticiclon;2,25;2,05;1,75;1,8;1,47;NOUN
anticipación;anticip;1,2;1,6;2,2;1,9;1,3;NOUN
anticipar;anticip;1,2;1,45;2,65;1,8;1,4;VERB
anticipo;anticip;1,2;1,05;2,05;1,7;1,15;NOUN
anticuado;anticu;1,93;1,52;1,69;1,48;1,48;ADJ
anticuario;anticuari;1,76;1,14;1,66;1,03;1,17;NOUN
antidisturbios;antidisturbi;2,15;3,25;1,55;2,63;2,3;ADJ
antidopaje;antidopaj;1,6;1,3;2,7;1,89;1,25;NOUN
antídoto;antidot;1,65;1,75;3,5;1,2;1,4;VERB
antifaz;antifaz;1,3;1,7;2,5;1,55;1,2;PROPN
antiglobalización;antiglobaliz;2,15;1,72;2,35;2,26;1,67;NOUN
antigüedad;antigüed;1,6;1,45;2,45;1,3;1,4;NOUN
antiguo;antigu;2,61;1,87;2,55;1,29;1,68;ADJ
antílope;antilop;1,17;1,53;1,95;1,17;1,29;PROPN
antimonio;antimoni;1,14;2,27;1,33;1,86;1,62;NOUN
antipatía;antipat;3,11;2,2;1,1;3,7;3,4;NOUN
antipático;antipat;2,67;1,7;1,1;2,7;2,1;ADJ
antisemita;antisemit;2,31;2,67;1,29;2,77;3;ADJ
antisemitismo;antisemit;3,46;2,6;1,31;3,83;2,21;NOUN
antisocial;antisocial;3,6;2,2;1,2;2,3;1,85;ADJ
antitanque;antitanqu;1,88;2,15;1,69;1,53;1,67;ADJ
antiterrorista;antiterror;1,05;1,32;3,15;1,65;1,1;ADJ
antojarse;antoj;1,35;1,45;2,75;1,7;1,42;PROPN
antojo;antoj;1,35;1,3;2,4;1,65;1,25;PROPN
antología;antolog;1,41;1,11;2,2;1,22;1,17;NOUN
antológica;antolog;1,16;1,53;1,71;1,13;1,39;VERB
antonomasia;antonomasi;1;1,08;2;1,36;1,31;PROPN
antorcha;antorch;1,5;2,2;2,13;1,47;1,23;NOUN
antropología;antropolog;1,2;1,15;2,6;1,63;1,1;NOUN
antropológico;antropolog;1,42;1,16;1,95;1,1;1,35;ADJ
antropólogo;antropolog;1,13;1,2;1,9;1,13;1,13;PROPN
anuario;anuari;1,25;1,1;2,7;1,05;1,35;ADJ
anular;anul;2,5;2,4;1,37;2,2;1,75;VERB
anunciar;anunci;1,2;1,55;2,5;1,35;1;VERB
anuncio;anunci;1,05;1,1;2,3;1,8;1,85;NOUN
anverso;anvers;1,25;1,29;1,54;1,17;1,07;NOUN
anzuelo;anzuel;1,84;1,85;1,47;1,6;2,2;NOUN
añadidura;añadidur;1;1,11;2;1,47;1,33;PROPN
